Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene,gene_cyclo_count,gene_noncyclo_count,isoform_cyclo_proportion,isoform_noncyclo_proportion,CycloFraction,NoncycloFraction,NormalizedCycloFraction,NormalizedNoncycloFraction,NormalizedFractionDifference,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
PB.59138.305,Patient30,8,0,1658,1808,4825.090470446321,0.0,5.0,18.0,DND1_HARS1,12,0,0.6666666666666666,,0.0048250904704463205,0.0,1.0,0.0,1.0,40.649235696282936,0.9555272658803826,,,,,,
PB.59138.305,Patient31,5,0,966,1858,5175.983436853002,0.0,4.0,18.0,DND1_HARS1,10,0,0.5,,0.005175983436853002,0.0,1.0,0.0,1.0,34.636853027320846,0.5177232208063999,,,,,,
PB.59138.305,Patient4,4,0,1554,1450,2574.002574002574,0.0,16.0,18.0,DND1_HARS1,8,0,0.5,,0.002574002574002574,0.0,1.0,0.0,1.0,29.28855096099652,0.12827557453432026,,,,,,
PB.59138.305,Patient5,1,0,1993,1596,501.75614651279477,0.0,29.0,18.0,DND1_HARS1,5,0,0.2,,0.0005017561465127947,0.0,1.0,0.0,1.0,14.22300177393492,-1.0837284753151752,,,,,,
PB.59138.305,Patient6,4,0,1714,1602,2333.7222870478413,0.0,18.0,18.0,DND1_HARS1,13,0,0.3076923076923077,,0.002333722287047841,0.0,1.0,0.0,1.0,28.923236508511557,0.08837388651114761,,,,,,
PB.59138.305,Patient7,5,0,1705,1726,2932.551319648094,0.0,13.0,18.0,DND1_HARS1,8,0,0.625,,0.002932551319648094,0.0,1.0,0.0,1.0,32.336328216634094,0.35020576169470524,,,,,,
PB.59138.305,Patient8,2,0,1179,1359,1696.3528413910094,0.0,21.0,18.0,DND1_HARS1,7,0,0.2857142857142857,,0.0016963528413910093,0.0,1.0,0.0,1.0,21.45814156898766,-0.5568868480678114,,,,,,
PB.59138.305,Patient9,7,0,1493,1722,4688.546550569324,0.0,7.0,18.0,DND1_HARS1,19,1,0.3684210526315789,0.0,0.004688546550569324,0.0,1.0,0.0,1.0,38.65797308066981,0.8105293713816748,,,,,,
PB.59138.479,Patient1,549,620,1902,1717,288643.53312302835,361094.93302271405,16.0,10.0,HARS1,573,643,0.9581151832460733,0.9642301710730948,0.2886435331230284,0.36109493302271406,0.4442457206439782,0.5557542793560218,-0.11150855871204363,-2.942012229323124,-0.45514069434289034,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient10,532,372,2180,1394,244036.69724770644,266857.962697274,21.0,26.0,HARS1,561,402,0.948306595365419,0.9253731343283582,0.24403669724770644,0.266857962697274,0.4776653905014145,0.5223346094985856,-0.04466921899717108,-1.1685891578733794,0.24445237806161596,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient11,389,221,2226,1367,174752.9200359389,161667.88588149232,28.0,30.0,HARS1,431,252,0.9025522041763341,0.876984126984127,0.1747529200359389,0.1616678858814923,0.519447421093299,0.48055257890670106,0.038894842186597944,0.96686969672486,0.9268053737037212,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient12,417,476,2004,1791,208083.83233532935,265773.3109994416,24.0,27.0,HARS1,462,520,0.9025974025974026,0.9153846153846154,0.20808383233532934,0.2657733109994416,0.43912777355415344,0.5608722264458466,-0.12174445289169311,-3.0751747420750224,-0.49769072488449156,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient13,453,515,2495,2218,181563.126252505,232191.16321009918,27.0,28.0,HARS1,488,548,0.9282786885245902,0.9397810218978102,0.181563126252505,0.2321911632100992,0.43881871651004356,0.5611812834899566,-0.12236256697991299,-3.133139694050044,-0.5162125327560125,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient14,331,457,1161,1708,285099.052540913,267564.4028103045,17.0,25.0,HARS1,338,464,0.9792899408284024,0.9849137931034483,0.285099052540913,0.26756440281030447,0.5158637680498208,0.4841362319501791,0.03172753609964174,0.7673560106285562,0.8630538473812792,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient15,402,945,1376,2573,292151.1627906977,367275.5538282161,14.0,9.0,HARS1,427,988,0.9414519906323185,0.9564777327935222,0.2921511627906977,0.3672755538282161,0.44303810480813954,0.5569618951918603,-0.1139237903837208,-2.8584810816058854,-0.4284496022848303,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient16,606,622,1395,1271,434408.6021505376,489378.4421715185,2.0,1.0,HARS1,653,647,0.9280245022970903,0.9613601236476044,0.4344086021505376,0.4893784421715185,0.47024755848285255,0.5297524415171474,-0.05950488303429485,-1.5896956690312645,0.08686551634367917,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient17,375,523,975,1227,384615.3846153846,426242.8687856561,4.0,4.0,HARS1,401,543,0.9351620947630923,0.9631675874769797,0.38461538461538464,0.4262428687856561,0.47433122004020417,0.5256687799597959,-0.05133755991959171,-1.2688616941558775,0.2124118330678952,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient18,304,556,988,1387,307692.3076923077,400865.1766402307,11.0,6.0,HARS1,325,594,0.9353846153846154,0.936026936026936,0.3076923076923077,0.4008651766402307,0.4342517219787101,0.5657482780212899,-0.13149655604257982,-3.151247341981085,-0.5219985528346354,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient19,403,557,1229,1548,327908.8689991863,359819.1214470284,8.0,11.0,HARS1,419,582,0.9618138424821002,0.9570446735395189,0.3279088689991863,0.35981912144702843,0.47680023723686304,0.5231997627631368,-0.0463995255262738,-1.1604750845540797,0.24704510525200965,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient2,69,69,1277,1085,54032.88958496476,63594.47004608294,31.0,31.0,HARS1,145,71,0.47586206896551725,0.971830985915493,0.05403288958496476,0.06359447004608294,0.45935647756138864,0.5406435224386114,-0.08128704487722271,-1.445556286145837,0.1559517969035403,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient20,667,738,1888,1738,353283.89830508473,424626.0069044879,6.0,5.0,HARS1,715,781,0.9328671328671329,0.9449423815620999,0.3532838983050847,0.42462600690448793,0.454145005660917,0.5458549943390831,-0.09170998867816615,-2.4906704717745445,-0.3109213853833704,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient21,420,425,1417,1328,296400.84685956244,320030.1204819277,12.0,19.0,HARS1,446,461,0.9417040358744395,0.9219088937093276,0.2964008468595625,0.3200301204819277,0.4808338038853951,0.5191661961146049,-0.03833239222920981,-0.9650573493676169,0.30948783352979964,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient22,378,724,1221,2106,309582.30958230956,343779.67711301043,10.0,15.0,HARS1,394,738,0.9593908629441624,0.981029810298103,0.3095823095823096,0.34377967711301044,0.47382969301315664,0.5261703069868434,-0.05234061397368678,-1.295425914783166,0.2039236453967081,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient23,464,523,665,1159,697744.3609022556,451251.078515962,1.0,3.0,HARS1,495,545,0.9373737373737374,0.9596330275229358,0.6977443609022557,0.451251078515962,0.6072646913686198,0.39273530863138023,0.2145293827372396,5.57350817331921,2.3987857668523977,,,,,2.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient24,440,752,1059,1661,415486.3078375826,452739.313666466,3.0,2.0,HARS1,475,805,0.9263157894736842,0.9341614906832298,0.4154863078375826,0.45273931366646597,0.478546471731421,0.521453528268579,-0.04290705653715804,-1.088639819233161,0.26999895818105435,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient25,339,699,1372,1946,247084.54810495628,359198.3556012333,20.0,12.0,HARS1,354,738,0.9576271186440678,0.9471544715447154,0.24708454810495628,0.3591983556012333,0.40754002231389946,0.5924599776861005,-0.18491995537220102,-4.541458705587211,-0.9662191878937954,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient26,213,523,1690,1469,126035.50295857988,356024.50646698434,30.0,13.0,HARS1,221,547,0.9638009049773756,0.9561243144424132,0.12603550295857988,0.35602450646698436,0.26145189498039295,0.738548105019607,-0.47709621003921404,-11.607869671889883,-3.224182005071096,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient27,300,505,917,1439,327153.7622682661,350938.1514940931,9.0,14.0,HARS1,324,534,0.9259259259259259,0.9456928838951311,0.3271537622682661,0.35093815149409313,0.48246226747207427,0.5175377325279257,-0.03507546505585141,-0.834118997081785,0.35132716784162277,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient28,295,235,1473,1202,200271.55465037338,195507.48752079866,26.0,29.0,HARS1,307,246,0.9609120521172638,0.9552845528455285,0.20027155465037338,0.19550748752079866,0.506018594495858,0.493981405504142,0.012037188991715964,0.28531195315650776,0.7090240912287493,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient29,366,505,1044,1857,350574.7126436782,271943.9956919763,7.0,23.0,HARS1,392,544,0.9336734693877551,0.9283088235294118,0.3505747126436782,0.2719439956919763,0.5631553043296693,0.43684469567033063,0.12631060865933869,3.1231283440424877,1.6158046228384886,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient3,574,808,1987,2019,288877.70508303976,400198.1178801387,15.0,7.0,HARS1,609,838,0.9425287356321839,0.964200477326969,0.2888777050830398,0.4001981178801387,0.4192248450116879,0.5807751549883121,-0.16155030997662423,-4.312195092832162,-0.8929615305906434,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient30,410,488,1658,1808,247285.88661037394,269911.50442477874,19.0,24.0,HARS1,429,512,0.9557109557109557,0.953125,0.24728588661037396,0.26991150442477874,0.4781267092539655,0.5218732907460345,-0.043746581492069,-1.0971578139045957,0.2672771641420817,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient31,122,508,966,1858,126293.99585921325,273412.27125941875,29.0,22.0,HARS1,127,537,0.9606299212598425,0.9459962756052142,0.12629399585921325,0.27341227125941875,0.3159670144019269,0.684032985598073,-0.3680659711961461,-7.748962164444954,-1.9911275297104596,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient4,389,436,1554,1450,250321.7503217503,300689.6551724138,18.0,20.0,HARS1,420,453,0.9261904761904762,0.9624724061810155,0.2503217503217503,0.3006896551724138,0.4542950433072324,0.5457049566927675,-0.09140991338553511,-2.277535269311653,-0.24281731324721947,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient5,419,547,1993,1596,210235.825388861,342731.82957393484,23.0,16.0,HARS1,435,559,0.9632183908045977,0.9785330948121646,0.21023582538886101,0.34273182957393483,0.3801955204830305,0.6198044795169694,-0.23960895903393886,-6.146563353029806,-1.479105662921467,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient6,508,637,1714,1602,296382.73045507586,397627.9650436954,13.0,8.0,HARS1,531,657,0.9566854990583804,0.969558599695586,0.29638273045507585,0.3976279650436954,0.4270578715535092,0.5729421284464908,-0.14588425689298162,-3.81321548222483,-0.7335202792038066,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient7,414,583,1705,1726,242815.24926686217,337775.20278099657,22.0,17.0,HARS1,431,605,0.9605568445475638,0.9636363636363636,0.24281524926686218,0.33777520278099654,0.4182212236016011,0.5817787763983989,-0.16355755279679784,-4.143173059626778,-0.8389531424454587,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient8,239,394,1179,1359,202714.16454622563,289919.05813097866,25.0,21.0,HARS1,257,410,0.9299610894941635,0.9609756097560975,0.20271416454622562,0.2899190581309787,0.411491055038026,0.5885089449619739,-0.1770178899239479,-4.08464244069127,-0.8202505844067347,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient9,529,559,1493,1722,354320.16075016744,324622.53193960513,5.0,18.0,HARS1,547,592,0.9670932358318098,0.9442567567567568,0.3543201607501674,0.3246225319396051,0.5218704974148178,0.4781295025851821,0.043740994829635726,1.143249217793839,0.9831647338066722,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient1,1,1,1902,1717,525.7623554153522,582.4111822947001,11.0,11.0,HARS1,573,643,0.0017452006980802793,0.0015552099533437014,0.0005257623554153522,0.0005824111822947001,0.4744404531638574,0.5255595468361426,-0.051119093672285176,-0.23356132679052444,-0.04402342936677486,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient10,0,0,2180,1394,0.0,0.0,21.5,22.0,HARS1,561,402,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient11,0,0,2226,1367,0.0,0.0,21.5,22.0,HARS1,431,252,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient12,0,0,2004,1791,0.0,0.0,21.5,22.0,HARS1,462,520,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient13,0,0,2495,2218,0.0,0.0,21.5,22.0,HARS1,488,548,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient14,0,0,1161,1708,0.0,0.0,21.5,22.0,HARS1,338,464,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient15,0,0,1376,2573,0.0,0.0,21.5,22.0,HARS1,427,988,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient16,1,3,1395,1271,716.8458781362007,2360.3461841070025,9.0,6.0,HARS1,653,647,0.0015313935681470138,0.00463678516228748,0.0007168458781362007,0.0023603461841070024,0.23295454545454544,0.7670454545454546,-0.5340909090909092,-2.7227492727060296,-0.5132046556573784,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient17,0,0,975,1227,0.0,0.0,21.5,22.0,HARS1,401,543,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient18,0,0,988,1387,0.0,0.0,21.5,22.0,HARS1,325,594,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient19,0,0,1229,1548,0.0,0.0,21.5,22.0,HARS1,419,582,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient2,0,0,1277,1085,0.0,0.0,21.5,22.0,HARS1,145,71,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient20,3,4,1888,1738,1588.9830508474577,2301.4959723820484,4.0,7.0,HARS1,715,781,0.004195804195804196,0.005121638924455826,0.0015889830508474577,0.0023014959723820483,0.40842863857120476,0.5915713614287952,-0.18314272285759042,-1.2403443748264533,-0.23378961631187384,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient21,3,4,1417,1328,2117.148906139732,3012.0481927710844,2.0,3.0,HARS1,446,461,0.006726457399103139,0.008676789587852495,0.002117148906139732,0.0030120481927710845,0.4127641939494405,0.5872358060505595,-0.17447161210111894,-1.1805140644504306,-0.22251234074992532,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient22,0,1,1221,2106,0.0,474.8338081671415,21.5,12.0,HARS1,394,738,0.0,0.0013550135501355014,0.0,0.0004748338081671415,0.0,1.0,-1.0,-8.894313969192877,-1.6764684811876445,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient23,1,0,665,1159,1503.7593984962407,0.0,5.0,22.0,HARS1,495,545,0.00202020202020202,0.0,0.0015037593984962407,0.0,1.0,0.0,1.0,16.729781806186114,3.1533575262086986,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient24,4,4,1059,1661,3777.148253068933,2408.187838651415,1.0,5.0,HARS1,475,805,0.008421052631578947,0.004968944099378882,0.003777148253068933,0.002408187838651415,0.6106617647058824,0.38933823529411765,0.22132352941176475,1.6779829951448009,0.3162790984299349,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient25,1,6,1372,1946,728.862973760933,3083.247687564234,8.0,2.0,HARS1,354,738,0.002824858757062147,0.008130081300813009,0.0007288629737609329,0.003083247687564234,0.19119669876203577,0.8088033012379643,-0.6176066024759286,-3.295487457339455,-0.6211587393378423,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient26,0,0,1690,1469,0.0,0.0,21.5,22.0,HARS1,221,547,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient27,0,1,917,1439,0.0,694.9270326615705,21.5,10.0,HARS1,324,534,0.0,0.0018726591760299626,0.0,0.0006949270326615705,0.0,1.0,-1.0,-9.442792238469677,-1.7798498700439167,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient28,1,1,1473,1202,678.8866259334691,831.9467554076539,10.0,9.0,HARS1,307,246,0.003257328990228013,0.0040650406504065045,0.0006788866259334691,0.0008319467554076539,0.44934579439252337,0.5506542056074767,-0.10130841121495332,-0.4642832019450788,-0.08751165712181794,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient29,1,0,1044,1857,957.8544061302681,0.0,7.0,22.0,HARS1,392,544,0.002551020408163265,0.0,0.0009578544061302681,0.0,1.0,0.0,1.0,15.699319781055937,2.9591281441366037,,,,,3.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient3,2,10,1987,2019,1006.5425264217413,4952.947003467063,6.0,1.0,HARS1,609,838,0.003284072249589491,0.011933174224343675,0.0010065425264217413,0.004952947003467063,0.16889744018738498,0.831102559812615,-0.6622051196252301,-4.595475403079338,-0.8661904331262008,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient30,0,0,1658,1808,0.0,0.0,21.5,22.0,HARS1,429,512,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient31,0,0,966,1858,0.0,0.0,21.5,22.0,HARS1,127,537,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient4,3,4,1554,1450,1930.5019305019305,2758.620689655172,3.0,4.0,HARS1,420,453,0.007142857142857143,0.008830022075055188,0.0019305019305019305,0.002758620689655172,0.41169789892106756,0.5883021010789323,-0.17660420215786476,-1.1952052016238242,-0.22528143890738933,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient5,0,0,1993,1596,0.0,0.0,21.5,22.0,HARS1,435,559,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient6,0,2,1714,1602,0.0,1248.4394506866417,21.5,8.0,HARS1,531,657,0.0,0.0030441400304414,0.0,0.0012484394506866417,0.0,1.0,-1.0,-10.28706527307292,-1.9389849238469956,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient7,0,0,1705,1726,0.0,0.0,21.5,22.0,HARS1,431,605,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient8,0,0,1179,1359,0.0,0.0,21.5,22.0,HARS1,257,410,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.482,Patient9,0,0,1493,1722,0.0,0.0,21.5,22.0,HARS1,547,592,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.483,Patient1,8,10,1902,1717,4206.098843322818,5824.111822947,18.0,20.0,HARS1,573,643,0.013961605584642234,0.015552099533437015,0.004206098843322818,0.005824111822947,0.4193430211259006,0.5806569788740994,-0.1613139577481988,-1.5595124672113594,-0.1387726995713575,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.483,Patient10,8,6,2180,1394,3669.724770642202,4304.16068866571,21.0,24.0,HARS1,561,402,0.0142602495543672,0.014925373134328358,0.003669724770642202,0.00430416068866571,0.4602178936942886,0.5397821063057114,-0.07956421261142282,-0.7640505737054629,0.25291328419956116,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.483,Patient11,11,8,2226,1367,4941.599281221923,5852.231163130944,15.0,19.0,HARS1,431,252,0.025522041763341066,0.031746031746031744,0.004941599281221923,0.005852231163130944,0.4578170193332318,0.5421829806667681,-0.08436596133353624,-0.9027715260723473,0.19739284423733913,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
