Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene,gene_cyclo_count,gene_noncyclo_count,isoform_cyclo_proportion,isoform_noncyclo_proportion,Avg_Cyclo_TPM,SD_Cyclo_TPM,Cyclo_Z_Score,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
PB.161551.94,Patient17,0,0,975,1227,0.0,0.0,26.5,18.0,SRSF6,56,25,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient18,2,0,988,1387,2024.2914979757086,0.0,14.0,18.0,SRSF6,157,82,0.012738853503184714,0.0,3413.7561173986155,6634.903618648354,-0.20941745340770532,-43.86571281861674,0.044218895276930605,,,,,,
PB.161551.94,Patient19,2,0,1229,1548,1627.3393002441007,0.0,18.0,18.0,SRSF6,74,31,0.02702702702702703,0.0,3413.7561173986155,6634.903618648354,-0.2692453304270363,-47.74000707407834,-0.04252321718208282,,,,,,
PB.161551.94,Patient2,0,0,1277,1085,0.0,0.0,26.5,18.0,SRSF6,88,62,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient20,0,0,1888,1738,0.0,0.0,26.5,18.0,SRSF6,54,81,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient21,0,0,1417,1328,0.0,0.0,26.5,18.0,SRSF6,334,122,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient22,2,0,1221,2106,1638.0016380016382,0.0,17.0,18.0,SRSF6,58,43,0.034482758620689655,0.0,3413.7561173986155,6634.903618648354,-0.26763832324646936,-47.637613982251295,-0.04085758997999044,,,,,,
PB.161551.94,Patient23,0,0,665,1159,0.0,0.0,26.5,18.0,SRSF6,27,18,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient24,0,0,1059,1661,0.0,0.0,26.5,18.0,SRSF6,27,41,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient25,7,1,1372,1946,5102.04081632653,513.874614594039,5.0,4.0,SRSF6,341,346,0.020527859237536656,0.002890173410404624,3413.7561173986155,6634.903618648354,0.25445504501116595,-29.515422843759087,0.27765489094361195,,,,,,
PB.161551.94,Patient26,10,1,1690,1469,5917.159763313609,680.7351940095302,3.0,2.0,SRSF6,668,201,0.014970059880239521,0.004975124378109453,3413.7561173986155,6634.903618648354,0.3773082157333554,-27.214263276315034,0.3150878261494764,,,,,,
PB.161551.94,Patient27,2,0,917,1439,2181.0250817884407,0.0,13.0,18.0,SRSF6,92,45,0.021739130434782608,0.0,3413.7561173986155,6634.903618648354,-0.18579486703399978,-42.70821867183538,0.06304783874118579,,,,,,
PB.161551.94,Patient28,0,0,1473,1202,0.0,0.0,26.5,18.0,SRSF6,299,165,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient29,2,0,1044,1857,1915.7088122605362,0.0,15.0,18.0,SRSF6,61,35,0.03278688524590164,0.0,3413.7561173986155,6634.903618648354,-0.2257828283937089,-44.7213993786116,0.03029945222309932,,,,,,
PB.161551.94,Patient3,7,0,1987,2019,3522.8988424760946,0.0,7.0,18.0,SRSF6,371,172,0.018867924528301886,0.0,3413.7561173986155,6634.903618648354,0.016449783048953073,-35.26515743375531,0.18412402702472863,,,,,,
PB.161551.94,Patient30,7,1,1658,1808,4221.95416164053,553.0973451327434,6.0,3.0,SRSF6,496,127,0.014112903225806451,0.007874015748031496,3413.7561173986155,6634.903618648354,0.12181006548013112,-32.45500350927125,0.2298367673587494,,,,,,
PB.161551.94,Patient31,3,0,966,1858,3105.590062111801,0.0,10.0,18.0,SRSF6,153,125,0.0196078431372549,0.0,3413.7561173986155,6634.903618648354,-0.04644619922144297,-37.22241196438707,0.15228539094617932,,,,,,
PB.161551.94,Patient4,4,0,1554,1450,2574.002574002574,0.0,11.0,18.0,SRSF6,197,100,0.02030456852791878,0.0,3413.7561173986155,6634.903618648354,-0.12656605003813365,-40.13673495773776,0.10487813361277,,,,,,
PB.161551.94,Patient5,36,0,1993,1596,18063.22127446061,0.0,2.0,18.0,SRSF6,682,354,0.05278592375366569,0.0,3413.7561173986155,6634.903618648354,2.207939406367194,-9.885834201976403,0.5969691749859714,,,,,,
PB.161551.94,Patient6,0,0,1714,1602,0.0,0.0,26.5,18.0,SRSF6,89,77,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient7,0,0,1705,1726,0.0,0.0,26.5,18.0,SRSF6,375,262,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.161551.94,Patient8,4,0,1179,1359,3392.705682782019,0.0,9.0,18.0,SRSF6,262,217,0.015267175572519083,0.0,3413.7561173986155,6634.903618648354,-0.003172681296745807,-35.84973835090178,0.17461465622588657,,,,,,
PB.161551.94,Patient9,0,0,1493,1722,0.0,0.0,26.5,18.0,SRSF6,7,3,0.0,0.0,3413.7561173986155,6634.903618648354,-0.514514801361057,-163.76134536735796,-1.9298409418081484,,,,,,
PB.59138.287,Patient1,3,0,1902,1717,1577.2870662460568,0.0,24.0,19.0,DND1_HARS1,5,0,0.6,,3203.96228464688,2964.849193260008,-0.5486536118257698,-36.52843104256313,-0.1676066145020162,,,,,,
PB.59138.287,Patient10,11,0,2180,1394,5045.871559633028,0.0,7.0,19.0,DND1_HARS1,17,0,0.6470588235294118,,3203.96228464688,2964.849193260008,0.6212488915703908,-17.41860503365082,0.2820035753631886,,,,,,
PB.59138.287,Patient11,3,0,2226,1367,1347.7088948787064,0.0,25.0,19.0,DND1_HARS1,5,0,0.6,,3203.96228464688,2964.849193260008,-0.6260869503878965,-39.08764661877041,-0.2234428465069764,,,,,,
PB.59138.287,Patient12,7,0,2004,1791,3493.013972055888,0.0,11.0,19.0,DND1_HARS1,10,0,0.7,,3203.96228464688,2964.849193260008,0.09749288026726935,-23.342560599474673,0.1527564105539565,,,,,,
PB.59138.287,Patient13,15,0,2495,2218,6012.024048096192,0.0,4.0,19.0,DND1_HARS1,25,0,0.6,,3203.96228464688,2964.849193260008,0.9471179073232051,-14.596775926872123,0.3435694341166536,,,,,,
PB.59138.287,Patient14,0,0,1161,1708,0.0,0.0,29.5,19.0,DND1_HARS1,0,0,,,3203.96228464688,2964.849193260008,-1.0806493267618629,-156.42170894398208,-2.783403791955815,,,,,,
PB.59138.287,Patient15,1,1,1376,2573,726.7441860465116,388.65137971239795,27.0,6.0,DND1_HARS1,6,1,0.16666666666666666,1.0,3203.96228464688,2964.849193260008,-0.8355292081067154,-49.132135033072586,-0.44259061611506767,,,,,,
PB.59138.287,Patient16,3,0,1395,1271,2150.537634408602,0.0,18.0,19.0,DND1_HARS1,5,0,0.6,,3203.96228464688,2964.849193260008,-0.35530463155867364,-31.483948602881433,-0.05754754231379588,,,,,,
PB.59138.287,Patient17,2,0,975,1227,2051.2820512820513,0.0,19.0,19.0,DND1_HARS1,6,0,0.3333333333333333,,3203.96228464688,2964.849193260008,-0.38878207902959006,-32.252896671964265,-0.07432423091488062,,,,,,
PB.59138.287,Patient18,2,0,988,1387,2024.2914979757086,0.0,20.0,19.0,DND1_HARS1,2,0,1.0,,3203.96228464688,2964.849193260008,-0.39788559544711993,-32.46843363078618,-0.07902675451246646,,,,,,
PB.59138.287,Patient19,2,1,1229,1548,1627.3393002441007,645.9948320413437,23.0,3.0,DND1_HARS1,5,1,0.4,1.0,3203.96228464688,2964.849193260008,-0.5317717299034691,-36.02013608091176,-0.1565167806991997,,,,,,
PB.59138.287,Patient2,19,2,1277,1085,14878.621769772904,1843.3179723502303,1.0,1.0,DND1_HARS1,32,6,0.59375,0.3333333333333333,3203.96228464688,2964.849193260008,3.9376908315154875,9.919766242928587,0.8784643250664383,,,,,,
PB.59138.287,Patient20,0,0,1888,1738,0.0,0.0,29.5,19.0,DND1_HARS1,1,1,0.0,0.0,3203.96228464688,2964.849193260008,-1.0806493267618629,-156.42170894398208,-2.783403791955815,,,,,,
PB.59138.287,Patient21,4,0,1417,1328,2822.8652081863092,0.0,14.0,19.0,DND1_HARS1,7,0,0.5714285714285714,,3203.96228464688,2964.849193260008,-0.12853843538717546,-26.77311532371989,0.07790955073117385,,,,,,
PB.59138.287,Patient22,5,0,1221,2106,4095.0040950040952,0.0,9.0,19.0,DND1_HARS1,6,0,0.8333333333333334,,3203.96228464688,2964.849193260008,0.30053528941128627,-20.78169151643669,0.20862871829707622,,,,,,
PB.59138.287,Patient23,2,1,665,1159,3007.5187969924814,862.8127696289905,13.0,2.0,DND1_HARS1,9,1,0.2222222222222222,1.0,3203.96228464688,2964.849193260008,-0.06625749737995906,-25.752682356389744,0.10017306477003228,,,,,,
PB.59138.287,Patient24,0,0,1059,1661,0.0,0.0,29.5,19.0,DND1_HARS1,7,0,0.0,,3203.96228464688,2964.849193260008,-1.0806493267618629,-156.42170894398208,-2.783403791955815,,,,,,
PB.59138.287,Patient25,0,0,1372,1946,0.0,0.0,29.5,19.0,DND1_HARS1,4,0,0.0,,3203.96228464688,2964.849193260008,-1.0806493267618629,-156.42170894398208,-2.783403791955815,,,,,,
PB.59138.287,Patient26,2,0,1690,1469,1183.4319526627219,0.0,26.0,19.0,DND1_HARS1,8,0,0.25,,3203.96228464688,2964.849193260008,-0.6814951453778594,-41.20226810429721,-0.26957905205615096,,,,,,
PB.59138.287,Patient27,2,0,917,1439,2181.0250817884407,0.0,17.0,19.0,DND1_HARS1,4,2,0.5,0.0,3203.96228464688,2964.849193260008,-0.34502166423300135,-31.254867868738195,-0.052549524507713066,,,,,,
PB.59138.287,Patient28,10,0,1473,1202,6788.866259334691,0.0,3.0,19.0,DND1_HARS1,15,0,0.6666666666666666,,3203.96228464688,2964.849193260008,1.2091353525964736,-12.63934568071042,0.38627608625425336,,,,,,
PB.59138.287,Patient29,4,0,1044,1857,3831.4176245210724,0.0,10.0,19.0,DND1_HARS1,9,0,0.4444444444444444,,3203.96228464688,2964.849193260008,0.21163145204841669,-21.853270343275025,0.18524931855318288,,,,,,
PB.59138.287,Patient3,6,1,1987,2019,3019.627579265224,495.2947003467063,12.0,5.0,DND1_HARS1,7,2,0.8571428571428571,0.5,3203.96228464688,2964.849193260008,-0.06217338332104854,-25.68797213353643,0.10158489386716721,,,,,,
PB.59138.287,Patient30,4,0,1658,1808,2412.5452352231605,0.0,16.0,19.0,DND1_HARS1,12,0,0.3333333333333333,,3203.96228464688,2964.849193260008,-0.2669333236991777,-29.433224921147684,0.007066601150564849,,,,,,
PB.59138.287,Patient31,5,0,966,1858,5175.983436853002,0.0,6.0,19.0,DND1_HARS1,10,0,0.5,,3203.96228464688,2964.849193260008,0.665133712935254,-17.008539395940037,0.29095026992747125,,,,,,
PB.59138.287,Patient4,4,0,1554,1450,2574.002574002574,0.0,15.0,19.0,DND1_HARS1,8,0,0.5,,3203.96228464688,2964.849193260008,-0.21247613945302635,-28.25936765271128,0.045482923357148215,,,,,,
PB.59138.287,Patient5,4,0,1993,1596,2007.024586051179,0.0,21.0,19.0,DND1_HARS1,5,0,0.8,,3203.96228464688,2964.849193260008,-0.4037094707267741,-32.60783289845665,-0.08206812778454735,,,,,,
PB.59138.287,Patient6,9,0,1714,1602,5250.8751458576435,0.0,5.0,19.0,DND1_HARS1,13,0,0.6923076923076923,,3203.96228464688,2964.849193260008,0.6903935842214203,-16.777156049665592,0.2959985254651351,,,,,,
PB.59138.287,Patient7,3,0,1705,1726,1759.5307917888563,0.0,22.0,19.0,DND1_HARS1,8,0,0.375,,3203.96228464688,2964.849193260008,-0.4871854852319808,-34.74934422427934,-0.12879100816303135,,,,,,
PB.59138.287,Patient8,5,0,1179,1359,4240.882103477523,0.0,8.0,19.0,DND1_HARS1,7,0,0.7142857142857143,,3203.96228464688,2964.849193260008,0.3497377948220343,-20.21791646868128,0.22092900071866498,,,,,,
PB.59138.287,Patient9,12,1,1493,1722,8037.5083724045535,580.7200929152149,2.0,4.0,DND1_HARS1,19,1,0.631578947368421,1.0,3203.96228464688,2964.849193260008,1.6302839614054483,-9.919766242928587,0.44561109103292346,,,,,,
PB.59138.305,Patient1,2,0,1902,1717,1051.5247108307044,0.0,24.0,18.0,DND1_HARS1,5,0,0.4,,3053.622552778265,2561.0726327543703,-0.7817419218580903,-37.80676816837946,-0.44407428568059,,,,,,
PB.59138.305,Patient10,6,0,2180,1394,2752.2935779816517,0.0,15.0,18.0,DND1_HARS1,17,0,0.35294117647058826,,3053.622552778265,2561.0726327543703,-0.1176573326905381,-21.85127074848796,0.04815161900161848,,,,,,
PB.59138.305,Patient11,2,0,2226,1367,898.4725965858041,0.0,25.0,18.0,DND1_HARS1,5,0,0.4,,3053.622552778265,2561.0726327543703,-0.841502864319256,-40.38664683304391,-0.5186663783925818,,,,,,
PB.59138.305,Patient12,3,0,2004,1791,1497.005988023952,0.0,22.0,18.0,DND1_HARS1,10,0,0.3,,3053.622552778265,2561.0726327543703,-0.6077986796806345,-32.01219410667088,-0.2765356290927665,,,,,,
PB.59138.305,Patient13,10,0,2495,2218,4008.016032064128,0.0,9.0,18.0,DND1_HARS1,25,0,0.4,,3053.622552778265,2561.0726327543703,0.3726538119535628,-15.729349681765985,0.2251548672702014,,,,,,
PB.59138.305,Patient14,0,0,1161,1708,0.0,0.0,30.5,18.0,DND1_HARS1,0,0,,,3053.622552778265,2561.0726327543703,-1.1923217302486924,-152.0578528017179,-3.7474185918067273,,,,,,
PB.59138.305,Patient15,5,0,1376,2573,3633.720930232558,0.0,10.0,18.0,DND1_HARS1,6,1,0.8333333333333334,0.0,3053.622552778265,2561.0726327543703,0.22650602331040173,-17.326246908383908,0.1789837400730626,,,,,,
PB.59138.305,Patient16,2,0,1395,1271,1433.6917562724013,0.0,23.0,18.0,DND1_HARS1,5,0,0.4,,3053.622552778265,2561.0726327543703,-0.6325204431096778,-32.7211975085647,-0.2970350611829419,,,,,,
PB.59138.305,Patient17,4,0,975,1227,4102.5641025641025,0.0,8.0,18.0,DND1_HARS1,6,0,0.6666666666666666,,3053.622552778265,2561.0726327543703,0.40957118371833406,-15.349567653219264,0.23613551402375324,,,,,,
PB.59138.305,Patient18,0,0,988,1387,0.0,0.0,30.5,18.0,DND1_HARS1,2,0,0.0,,3053.622552778265,2561.0726327543703,-1.1923217302486924,-152.0578528017179,-3.7474185918067273,,,,,,
PB.59138.305,Patient19,3,0,1229,1548,2441.0089503661516,0.0,17.0,18.0,DND1_HARS1,5,1,0.6,0.0,3053.622552778265,2561.0726327543703,-0.2392019634965458,-23.989008516005363,-0.04456107477694213,,,,,,
PB.59138.305,Patient2,13,4,1277,1085,10180.109631949883,3686.6359447004606,2.0,1.0,DND1_HARS1,32,6,0.40625,0.6666666666666666,3053.622552778265,2561.0726327543703,2.7826181061906308,-0.5448152439924756,0.6641856697975568,,,,,,
PB.59138.305,Patient20,1,1,1888,1738,529.6610169491526,575.3739930955121,27.0,3.0,DND1_HARS1,1,1,1.0,1.0,3053.622552778265,2561.0726327543703,-0.9855095492214346,-49.0501128865005,-0.7691533768385647,,,,,,
PB.59138.305,Patient21,3,0,1417,1328,2117.148906139732,0.0,20.0,18.0,DND1_HARS1,7,0,0.42857142857142855,,3053.622552778265,2561.0726327543703,-0.3656568090501122,-26.324918219652233,-0.1120992871617991,,,,,,
PB.59138.305,Patient22,1,0,1221,2106,819.0008190008191,0.0,26.0,18.0,DND1_HARS1,6,0,0.16666666666666666,,3053.622552778265,2561.0726327543703,-0.872533525679108,-41.9053531017897,-0.562576768579596,,,,,,
PB.59138.305,Patient23,7,0,665,1159,10526.315789473683,0.0,1.0,18.0,DND1_HARS1,9,1,0.7777777777777778,0.0,3053.622552778265,2561.0726327543703,2.9177982463772305,0.5448152439924745,0.6956901818100074,,,,,,
PB.59138.305,Patient24,7,0,1059,1661,6610.0094428706325,0.0,3.0,18.0,DND1_HARS1,7,0,1.0,,3053.622552778265,2561.0726327543703,1.3886317961500223,-7.579932712603644,0.46077915241134043,,,,,,
PB.59138.305,Patient25,4,0,1372,1946,2915.451895043732,0.0,14.0,18.0,DND1_HARS1,4,0,1.0,,3053.622552778265,2561.0726327543703,-0.053950308151133504,-20.91330570261248,0.07527102450732331,,,,,,
PB.59138.305,Patient26,6,0,1690,1469,3550.2958579881656,0.0,11.0,18.0,DND1_HARS1,8,0,0.75,,3053.622552778265,2561.0726327543703,0.19393175299200355,-17.704557892571437,0.16804562565978215,,,,,,
PB.59138.305,Patient27,2,2,917,1439,2181.0250817884407,1389.854065323141,19.0,2.0,DND1_HARS1,4,2,0.5,1.0,3053.622552778265,2561.0726327543703,-0.3407156282215109,-25.837129649192413,-0.0979958447131515,,,,,,
PB.59138.305,Patient28,5,0,1473,1202,3394.4331296673454,0.0,12.0,18.0,DND1_HARS1,15,0,0.3333333333333333,,3053.622552778265,2561.0726327543703,0.13307337423013543,-18.435791065714774,0.1469034636688863,,,,,,
PB.59138.305,Patient29,5,0,1044,1857,4789.272030651341,0.0,6.0,18.0,DND1_HARS1,9,0,0.5555555555555556,,3053.622552778265,2561.0726327543703,0.6777041211855159,-12.828588311846794,0.3090246492114848,,,,,,
PB.59138.305,Patient3,1,1,1987,2019,503.27126321087064,495.2947003467063,28.0,4.0,DND1_HARS1,7,2,0.14285714285714285,0.5,3053.622552778265,2561.0726327543703,-0.99581372935314,-49.88757342648773,-0.7933668931937948,,,,,,
PB.59138.305,Patient30,8,0,1658,1808,4825.090470446321,0.0,5.0,18.0,DND1_HARS1,12,0,0.6666666666666666,,3053.622552778265,2561.0726327543703,0.6916898392541434,-12.707216196306662,0.31253388405226273,,,,,,
PB.59138.305,Patient31,5,0,966,1858,5175.983436853002,0.0,4.0,18.0,DND1_HARS1,10,0,0.5,,3053.622552778265,2561.0726327543703,0.828699997388278,-11.563704821806448,0.34559625540802236,,,,,,
PB.59138.305,Patient4,4,0,1554,1450,2574.002574002574,0.0,16.0,18.0,DND1_HARS1,8,0,0.5,,3053.622552778265,2561.0726327543703,-0.18727308731571252,-23.044323953975546,-0.0035905442246764556,,,,,,
PB.59138.305,Patient5,1,0,1993,1596,501.75614651279477,0.0,29.0,18.0,DND1_HARS1,5,0,0.2,,3053.622552778265,2561.0726327543703,-0.9964053239368698,-49.936976266574305,-0.7947952786750372,,,,,,
PB.59138.305,Patient6,4,0,1714,1602,2333.7222870478413,0.0,18.0,18.0,DND1_HARS1,13,0,0.3076923076923077,,3053.622552778265,2561.0726327543703,-0.28109326401890783,-24.72663206374678,-0.06588800181939374,,,,,,
PB.59138.305,Patient7,5,0,1705,1726,2932.551319648094,0.0,13.0,18.0,DND1_HARS1,8,0,0.625,,3053.622552778265,2561.0726327543703,-0.0472736429188898,-20.818059492530768,0.07802488042705702,,,,,,
PB.59138.305,Patient8,2,0,1179,1359,1696.3528413910094,0.0,21.0,18.0,DND1_HARS1,7,0,0.2857142857142857,,3053.622552778265,2561.0726327543703,-0.5299614286719957,-29.961027529450295,-0.21723020144170402,,,,,,
PB.59138.305,Patient9,7,0,1493,1722,4688.546550569324,0.0,7.0,18.0,DND1_HARS1,19,1,0.3684210526315789,0.0,3053.622552778265,2561.0726327543703,0.6383747094406841,-13.174827913211605,0.2990138154465852,,,,,,
PB.59138.479,Patient1,549,620,1902,1717,288643.53312302835,361094.93302271405,16.0,10.0,HARS1,573,643,0.9581151832460733,0.9642301710730948,281479.1499923457,115140.96369306494,0.06222271293282697,-23.08768254882365,0.012082526391243825,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient10,532,372,2180,1394,244036.69724770644,266857.962697274,21.0,26.0,HARS1,561,402,0.948306595365419,0.9253731343283582,281479.1499923457,115140.96369306494,-0.3251879395803118,-27.492201697409083,-0.3412277226842289,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient11,389,221,2226,1367,174752.9200359389,161667.88588149232,28.0,30.0,HARS1,431,252,0.9025522041763341,0.876984126984127,281479.1499923457,115140.96369306494,-0.9269179841234474,-36.23144736376934,-1.0165924867700578,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient12,417,476,2004,1791,208083.83233532935,265773.3109994416,24.0,27.0,HARS1,462,520,0.9025974025974026,0.9153846153846154,281479.1499923457,115140.96369306494,-0.6374387993891443,-31.663062722157477,-0.6635498863529781,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient13,453,515,2495,2218,181563.126252505,232191.16321009918,27.0,28.0,HARS1,488,548,0.9282786885245902,0.9397810218978102,281479.1499923457,115140.96369306494,-0.8677712999362256,-35.23097345525073,-0.9392763371850202,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient14,331,457,1161,1708,285099.052540913,267564.4028103045,17.0,25.0,HARS1,338,464,0.9792899408284024,0.9849137931034483,281479.1499923457,115140.96369306494,0.03143887659492732,-23.422340302461535,-0.026710762548751446,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient15,402,945,1376,2573,292151.1627906977,367275.5538282161,14.0,9.0,HARS1,427,988,0.9414519906323185,0.9564777327935222,281479.1499923457,115140.96369306494,0.09268649884502207,-22.77099732067243,0.037404380686500475,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient16,606,622,1395,1271,434408.6021505376,489378.4421715185,2.0,1.0,HARS1,653,647,0.9280245022970903,0.9613601236476044,281479.1499923457,115140.96369306494,1.3281932620076113,-12.394514235898825,0.8392940766775494,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient17,375,523,975,1227,384615.3846153846,426242.8687856561,4.0,4.0,HARS1,401,543,0.9351620947630923,0.9631675874769797,281479.1499923457,115140.96369306494,0.8957388518822247,-15.578800255574015,0.593213961921443,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient18,304,556,988,1387,307692.3076923077,400865.1766402307,11.0,6.0,HARS1,325,594,0.9353846153846154,0.936026936026936,281479.1499923457,115140.96369306494,0.22766144089117796,-21.41535704285098,0.14216761899897146,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient19,403,557,1229,1548,327908.8689991863,359819.1214470284,8.0,11.0,HARS1,419,582,0.9618138424821002,0.9570446735395189,281479.1499923457,115140.96369306494,0.40324240407271417,-19.750904629259388,0.27079571283599346,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient2,69,69,1277,1085,54032.88958496476,63594.47004608294,31.0,31.0,HARS1,145,71,0.47586206896551725,0.971830985915493,281479.1499923457,115140.96369306494,-1.97537221430326,-66.94870724768617,-3.3904077755104947,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient20,667,738,1888,1738,353283.89830508473,424626.0069044879,6.0,5.0,HARS1,715,781,0.9328671328671329,0.9449423815620999,281479.1499923457,115140.96369306494,0.6236246945452992,-17.80132991139229,0.4214579232448674,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient21,420,425,1417,1328,296400.84685956244,320030.1204819277,12.0,19.0,HARS1,446,461,0.9417040358744395,0.9219088937093276,281479.1499923457,115140.96369306494,0.12959503193836372,-22.393267297518236,0.06659517789198895,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient22,378,724,1221,2106,309582.30958230956,343779.67711301043,10.0,15.0,HARS1,394,738,0.9593908629441624,0.981029810298103,281479.1499923457,115140.96369306494,0.24407611929390627,-21.25518474532887,0.15454565825532296,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient23,464,523,665,1159,697744.3609022556,451251.078515962,1.0,3.0,HARS1,495,545,0.9373737373737374,0.9596330275229358,281479.1499923457,115140.96369306494,3.6152659970743497,12.394514235898827,2.754978450926879,1.0,1.0,1.0,1.0,1.0,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient24,440,752,1059,1661,415486.3078375826,452739.313666466,3.0,2.0,HARS1,475,805,0.9263157894736842,0.9341614906832298,281479.1499923457,115140.96369306494,1.163853015877687,-13.55939896805485,0.7492723365463564,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient25,339,699,1372,1946,247084.54810495628,359198.3556012333,20.0,12.0,HARS1,354,738,0.9576271186440678,0.9471544715447154,281479.1499923457,115140.96369306494,-0.29871733555293367,-27.167384339746302,-0.31612599119574103,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient26,213,523,1690,1469,126035.50295857988,356024.50646698434,30.0,13.0,HARS1,221,547,0.9638009049773756,0.9561243144424132,281479.1499923457,115140.96369306494,-1.3500290604492169,-44.783928180185036,-1.6775241517489625,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
PB.59138.479,Patient27,300,505,917,1439,327153.7622682661,350938.1514940931,9.0,14.0,HARS1,324,534,0.9259259259259259,0.9456928838951311,281479.1499923457,115140.96369306494,0.39668429732511806,-19.81120611575878,0.26613564253262056,,,,,,"Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive"
